"Environment and Climate Change Canada"
"Monthly Values for April - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"HARTINGTON IHD","44.428","-76.690","ON","-0.1","28","-6.4","6.0","28","-7.0","28","0.0","28",NA,"0.0","28",NA,"","0","","",NA,"36.2","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","2.7","1",NA,"20.3","1","-10.3","1","",,NA,"111.8","1",NA,"0.0","13","",,NA,"443.3","0.0","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","1.7","5",NA,"19.2","5","-8.6","4","",,NA,"126.1","5",NA,"","10","",,NA,"406.8","0.0","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","3.1","1","-3.2","19.0","1","-9.0","1","7.0","1",NA,"148.0","1",NA,"0.0","13","","",NA,"430.9","0.0","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","2.6","0",NA,"21.3","0","-10.6","0","",,NA,"85.8","0",NA,"0.0","11","",,NA,"462.9","0.0","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","1.9","2",NA,"18.5","2","-13.0","2","37.2","2",NA,"117.0","2",NA,"0.0","13","","",NA,"451.9","0.0","6105762"
"OTTAWA CDA RCS","45.383","-75.717","ON","2.7","4",NA,"19.9","3","-11.2","3","",,NA,"80.8","4",NA,"","8","",,NA,"399.0","0.0","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","2.9","0",NA,"20.7","0","-11.6","0","15.8","0",NA,"112.8","0",NA,"","14","",,NA,"454.4","0.0","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","1.0","1",NA,"19.6","1","-15.5","0","",,NA,"104.5","1",NA,"","10","",,NA,"493.3","0.0","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","1.3","2",NA,"20.0","2","-15.0","0","",,NA,"100.5","0",NA,"","10","",,NA,"468.3","0.0","6106396"
"ST. ALBERT","45.287","-75.064","ON","2.8","0","-3.1","21.0","0","-10.5","0","7.0","0","63.0","96.6","0","116.0","0.0","16","","",NA,"455.2","0.0","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","2.0","0",NA,"20.0","0","-15.5","0","51.2","0",NA,"97.8","0",NA,"0.0","9","","",NA,"481.0","0.0","610FC98"
"BALDWIN","44.267","-79.319","ON","2.6","10",NA,"18.0","10","-12.5","10","4.2","10",NA,"57.0","10",NA,"0.0","6","","",NA,"308.3","0.0","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","4.2","19",NA,"18.0","15","-12.5","11","7.0","10",NA,"58.5","10",NA,"0.0","10","","",NA,"152.0","0.0","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","-0.2","0",NA,"17.9","0","-17.4","0","",,NA,"103.8","0",NA,"1.0","11","",,NA,"545.3","0.0","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","2.3","8",NA,"18.5","8","-14.0","8","27.0","8",NA,"60.0","8",NA,"0.0","7","","",NA,"346.2","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","1.9","2",NA,"20.1","2","-6.4","2","",,NA,"153.9","2",NA,"","10","",,NA,"449.7","0.0","6111792"
"LAGOON CITY","44.547","-79.217","ON","0.9","1",NA,"16.7","1","-11.3","0","",,NA,"",,NA,"","","",,NA,"494.8","0.0","6114295"
"MARKDALE","44.269","-80.712","ON","-2.2","13",NA,"11.0","13","-12.0","13","68.6","13",NA,"122.6","13",NA,"","12","","",NA,"344.0","0.0","6114979"
"MUSKOKA","44.975","-79.303","ON","1.0","8",NA,"18.1","8","-13.0","8","",,NA,"82.8","8",NA,"","10","",,NA,"373.1","0.0","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"20.0","6",NA,"46.8","6",NA,"0.0","6","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","1.2","2",NA,"17.5","2","-13.0","2","40.0","2",NA,"159.4","2",NA,"0.0","14","","",NA,"471.4","0.0","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","2.9","12",NA,"18.3","12","-4.7","12","",,NA,"89.5","2",NA,"","8","",,NA,"272.7","0.0","6116257"
"SHANTY BAY","44.399","-79.633","ON","1.5","0","-4.2","18.0","0","-12.0","0","48.0","0","419.0","132.8","0","204.0","0.0","14","","",NA,"494.5","0.0","6117684"
"BARRIE-ORO","44.483","-79.550","ON","0.6","0",NA,"16.9","0","-15.7","0","",,NA,"148.0","0",NA,"","12","",,NA,"521.5","0.0","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"32.8","11",NA,"90.6","11",NA,"","7","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"47.0","0",NA,"127.8","0",NA,"0.0","11","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","2.0","0","-3.8","19.0","0","-14.0","0","17.0","0","188.0","91.8","0","135.0","0.0","10","","",NA,"481.2","0.0","6119055"
"WIARTON A","44.744","-81.109","ON","1.1","1",NA,"18.4","1","-12.2","0","127.4","0",NA,"175.4","0",NA,"","13","",,NA,"488.7","0.0","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","1.1","2",NA,"16.0","0","-7.2","2","",,NA,"",,NA,"","","",,NA,"473.4","0.0","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","1.1","13",NA,"18.8","12","-10.6","4","",,NA,"82.0","12",NA,"","7","",,NA,"286.7","0.0","611B002"
"EGBERT CS","44.233","-79.783","ON","1.6","2",NA,"18.3","2","-11.0","0","",,NA,"136.6","2",NA,"","12","",,NA,"458.4","0.0","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","0.4","9",NA,"11.2","6","-8.2","7","",,NA,"",,NA,"","","",,NA,"369.2","0.0","61219J2"
"GODERICH","43.767","-81.717","ON","2.2","0",NA,"21.7","0","-6.1","0","",,NA,"103.8","0",NA,"","10","",,NA,"474.8","0.0","6122847"
"KINCARDINE","44.173","-81.623","ON","3.1","13",NA,"22.0","13","-5.5","13","22.0","13",NA,"59.0","13",NA,"0.0","8","","",NA,"253.2","0.0","6124127"
"SARNIA","42.999","-82.309","ON","3.6","3",NA,"23.2","3","-4.9","3","",,NA,"101.9","3",NA,"","9","",,NA,"389.5","0.0","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","3.8","2",NA,"23.4","2","-4.9","1","",,NA,"103.1","2",NA,"","10","",,NA,"398.7","0.0","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","0.1","0",NA,"15.2","0","-15.1","0","",,NA,"106.3","0",NA,"","11","",,NA,"535.9","0.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"7.6","7",NA,"48.2","7",NA,"0.0","9","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","5.4","1","-3.5","23.0","1","-5.5","1","2.0","1",NA,"109.2","1",NA,"0.0","10","","",NA,"365.1","0.0","6130257"
"CHATHAM WPCP","42.390","-82.215","ON","10.9","27","2.3","19.0","27","1.0","27","0.0","27",NA,"9.6","27",NA,"","2","","",NA,"21.4","0.0","6131415"
"DELHI CS","42.867","-80.550","ON","3.0","3",NA,"21.6","2","-6.6","2","",,NA,"117.5","3",NA,"","9","",,NA,"406.0","0.0","6131983"
"FORT ERIE","42.883","-78.967","ON","3.0","3","-3.6","23.5","3","-7.0","3","0.0","3",NA,"69.8","3",NA,"0.0","7","","",NA,"404.5","0.0","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","3.8","0",NA,"19.5","0","-5.5","0","11.0","0",NA,"149.9","0",NA,"0.0","12","","",NA,"425.7","0.0","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","4.5","0",NA,"20.7","0","-6.4","0","",,NA,"98.0","0",NA,"","8","",,NA,"406.5","0.0","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","4.0","7","-3.9","21.0","7","-7.0","7","0.0","7",NA,"69.9","7",NA,"","7","","",NA,"323.0","0.0","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","3.4","1",NA,"18.2","1","-3.9","1","",,NA,"",,NA,"","","",,NA,"423.1","0.0","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","3.7","4","-3.3","22.0","4","-5.0","4","5.0","4",NA,"64.0","4",NA,"0.0","10","","",NA,"372.0","0.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","3.5","12","-3.4","17.0","12","-7.0","12","0.6","12",NA,"61.2","12",NA,"0.0","4","","",NA,"260.6","0.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","3.1","7",NA,"17.3","7","-2.4","5","",,NA,"88.3","7",NA,"","7","",,NA,"343.2","0.0","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","3.8","0",NA,"22.1","0","-5.9","0","",,NA,"92.0","0",NA,"","9","",,NA,"426.7","0.0","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","3.8","0","-3.8","22.0","0","-7.0","0","4.0","1",NA,"90.9","1",NA,"0.0","12","","",NA,"426.1","0.0","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"3.0","0",NA,"104.4","0",NA,"0.0","8","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","3.9","0",NA,"19.7","0","-4.7","0","",,NA,"128.5","0",NA,"","10","",,NA,"423.6","0.0","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","3.4","0",NA,"22.1","0","-5.4","0","",,NA,"107.2","0",NA,"","10","",,NA,"438.3","0.0","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","6.1","2",NA,"24.5","2","-5.5","2","1.4","2",NA,"102.8","2",NA,"0.0","6","","",NA,"334.2","0.0","6139520"
"WINDSOR A","42.276","-82.955","ON","4.8","0",NA,"23.8","0","-6.4","0","6.4","0",NA,"106.6","0",NA,"","11","",,NA,"395.6","0.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","3.3","1",NA,"21.6","1","-4.4","0","",,NA,"",,NA,"","","",,NA,"427.6","0.0","613F606"
"POINT PELEE CS","41.949","-82.519","ON","4.0","1",NA,"19.0","1","-5.2","0","",,NA,"",,NA,"","","",,NA,"405.7","0.0","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","2.8","0",NA,"19.1","0","-8.0","0","",,NA,"",,NA,"","","",,NA,"455.8","0.0","6140942"
"ELORA RCS","43.650","-80.417","ON","1.3","1",NA,"17.9","1","-7.9","0","",,NA,"138.6","1",NA,"","15","",,NA,"483.1","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","1.5","0","-4.1","18.0","0","-9.0","0","23.2","0","374.0","108.6","0","147.0","0.0","13","","",NA,"494.9","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","1.3","7",NA,"18.0","4","-8.0","5","21.2","4",NA,"93.0","4",NA,"0.0","11","","",NA,"383.9","0.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","1.5","1",NA,"17.9","1","-7.4","0","",,NA,"",,NA,"","","",,NA,"479.1","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","2.2","0",NA,"19.6","0","-7.4","0","",,NA,"96.9","0",NA,"","11","",,NA,"474.8","0.0","6144239"
"LONDON A","43.033","-81.151","ON","2.9","0",NA,"21.2","0","-7.4","0","",,NA,"",,NA,"","","",,NA,"454.2","0.0","6144473"
"LONDON CS","43.033","-81.150","ON","3.3","0",NA,"21.3","0","-7.8","0","",,NA,"105.4","0",NA,"","10","",,NA,"442.5","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","0.8","0",NA,"18.0","0","-9.3","0","",,NA,"90.6","0",NA,"","14","",,NA,"515.7","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","2.2","0","-4.2","18.5","0","-8.0","0","27.0","0","493.0","97.9","0","127.0","0.0","12","","",NA,"473.2","0.0","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","3.3","0",NA,"21.5","0","-7.0","0","8.0","0",NA,"100.6","0",NA,"0.0","12","","",NA,"442.2","0.0","6148122"
"WOODSTOCK","43.136","-80.771","ON","3.3","19","-3.5","21.5","19","-6.0","19","2.0","19",NA,"21.0","19",NA,"0.0","4","","",NA,"162.1","0.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","3.7","0","-3.4","21.5","0","-8.5","0","17.2","0","263.0","137.6","0","182.0","0.0","11","","",NA,"430.4","0.0","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","4.0","0",NA,"19.6","0","-4.0","0","",,NA,"",,NA,"","","",,NA,"419.3","0.0","6151061"
"CENTREVILLE","44.403","-76.908","ON","3.3","3","-3.2","20.5","3","-10.5","3","8.4","3",NA,"87.8","3",NA,"0.0","11","","",NA,"397.4","0.0","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","2.8","0",NA,"18.0","0","-7.7","0","",,NA,"156.6","0",NA,"","10","",,NA,"455.6","0.0","6151684"
"COBOURG STP","43.967","-78.183","ON","3.7","15","-2.2","18.0","15","-8.0","15","0.0","15",NA,"74.1","15",NA,"0.0","4","","",NA,"215.2","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","3.5","10","-2.4","20.5","10","-8.5","10","3.0","10",NA,"77.4","10",NA,"0.0","9","","",NA,"289.5","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","2.9","0",NA,"18.9","0","-6.8","0","10.2","0",NA,"148.8","1",NA,"0.0","14","",,NA,"453.8","0.0","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","3.7","4",NA,"20.1","4","-5.5","1","",,NA,"103.4","4",NA,"","10","",,NA,"371.3","0.0","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","1.4","14",NA,"18.0","13","-6.0","12","8.2","13",NA,"166.1","13",NA,"","7","","",NA,"266.3","0.0","6155750"
"OSHAWA","43.923","-78.883","ON","2.9","8",NA,"18.3","8","-9.1","8","",,NA,"122.6","8",NA,"","9","",,NA,"333.0","0.0","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","2.4","6","-4.2","16.0","6","-7.0","6","3.0","6",NA,"137.6","6",NA,"","9","","",NA,"374.7","0.0","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","2.7","0",NA,"15.2","0","-6.1","0","",,NA,"98.7","0",NA,"","14","",,NA,"459.6","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","1.1","2",NA,"17.4","2","-10.9","0","",,NA,"140.5","10",NA,"","8","",,NA,"473.4","0.0","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","17",NA,"69.2","17",NA,"","3","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","4.5","1",NA,"19.7","1","-4.4","0","",,NA,"146.4","1",NA,"","12","",,NA,"392.7","0.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","4.0","5",NA,"18.4","5","-3.8","4","",,NA,"89.6","5",NA,"","9","",,NA,"351.1","0.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","2.8","0",NA,"18.5","0","-7.5","0","30.6","0",NA,"143.7","0",NA,"","14","",,NA,"456.5","0.0","6158410"
"TORONTO INTL A","43.677","-79.631","ON","3.4","0",NA,"20.0","0","-6.1","0","10.4","0",NA,"150.6","0",NA,"","13","",,NA,"437.2","0.0","6158731"
"TRENTON A","44.117","-77.533","ON","3.5","0","-3.0","20.6","0","-7.7","0","45.7","0","813.0","167.1","0","216.0","","12","",,NA,"434.2","0.0","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","1.2","0",NA,"17.6","0","-11.3","0","",,NA,"143.0","0",NA,"","14","",,NA,"502.8","0.0","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","4.0","0","-2.8","20.5","0","-7.5","0","2.0","0","40.0","122.4","0","160.0","0.0","11","","",NA,"421.4","0.0","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","3.2","0",NA,"20.0","0","-7.0","0","15.2","0",NA,"161.2","0",NA,"0.0","11","","",NA,"442.8","0.0","615S001"
"COE HILL","44.923","-77.885","ON","-1.5","22",NA,"5.0","22","-8.5","22","15.0","22",NA,"15.0","22",NA,"","3","","",NA,"155.9","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","-0.2","1","-4.4","17.0","1","-17.5","1","66.4","1",NA,"128.8","1",NA,"","11","","",NA,"526.9","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","1.9","6",NA,"17.8","6","-10.8","6","",,NA,"123.9","6",NA,"","12","",,NA,"386.5","0.0","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","1.7","2",NA,"18.8","2","-9.8","0","",,NA,"144.5","2",NA,"","11","",,NA,"456.8","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"44.4","0",NA,"137.0","0",NA,"0.0","11","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"13.4","1",NA,"118.9","1",NA,"0.0","12","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","0.2","1",NA,"18.3","1","-15.4","0","",,NA,"129.6","1",NA,"","12","",,NA,"515.1","0.0","616I001"
"BEAUPORT","46.837","-71.197","QC","",,NA,"",,"",,"",,NA,"132.3","0",NA,"","13","",,NA,"","","7010565"
"DESCHAMBAULT","46.691","-71.972","QC","1.1","0",NA,"18.8","0","-19.0","0","",,NA,"152.7","0",NA,"","15","",,NA,"507.2","0.0","7011983"
"L'ASSOMPTION","45.809","-73.435","QC","3.4","1",NA,"22.2","1","-10.2","0","",,NA,"94.1","2",NA,"","9","",,NA,"423.4","0.0","7014160"
"L'ETAPE","47.562","-71.229","QC","-5.0","0",NA,"14.1","0","-23.6","0","",,NA,"128.1","0",NA,"","19","",,NA,"688.9","0.0","7015791"
"SHAWINIGAN","46.563","-72.733","QC","1.3","0",NA,"18.0","0","-15.2","0","",,NA,"69.2","22",NA,"","5","",,NA,"502.0","0.0","7018001"
"TROIS RIVIERES A-2","46.350","-72.667","QC","",,NA,"",,"",,"2.0","22",NA,"7.0","22",NA,"","2","","",NA,"","","7018560"
"TROIS-RIVIERES","46.354","-72.516","QC","2.0","0",NA,"18.5","0","-10.5","0","",,NA,"140.3","0",NA,"","13","",,NA,"481.2","0.0","7018562"
"TROIS-RIVIERES","46.367","-72.683","QC","1.3","0",NA,"19.6","0","-16.4","0","",,NA,"132.1","0",NA,"","12","",,NA,"501.4","0.0","7018563"
"VALCARTIER A","46.900","-71.503","QC","-0.6","0",NA,"16.2","0","-23.8","0","",,NA,"129.0","1",NA,"","16","",,NA,"556.7","0.0","7018573"
"LAC SAINT-PIERRE","46.183","-72.917","QC","2.9","0",NA,"19.1","0","-9.9","0","",,NA,"",,NA,"","","",,NA,"453.2","0.0","701LP0N"
"STE-FOY (U. LAVAL)","46.780","-71.288","QC","1.8","0",NA,"18.5","0","-12.6","0","",,NA,"151.2","0",NA,"","16","",,NA,"485.2","0.0","701Q004"
"LEMIEUX","46.304","-72.061","QC","1.5","0",NA,"20.2","0","-15.4","0","",,NA,"123.1","0",NA,"","15","",,NA,"496.0","0.0","701Q009"
"QUEBEC/JEAN LESAGE INTL","46.804","-71.382","QC","0.7","0",NA,"17.7","0","-19.2","0","",,NA,"145.5","0",NA,"","13","",,NA,"518.1","0.0","701S001"
"FRELIGHSBURG","45.033","-72.850","QC","2.8","1",NA,"22.1","1","-10.1","0","",,NA,"165.8","1",NA,"","14","",,NA,"440.4","0.0","7022579"
"LENNOXVILLE","45.369","-71.824","QC","2.9","0",NA,"21.9","0","-10.5","0","",,NA,"112.3","0",NA,"1.0","18","",,NA,"454.3","0.0","7024280"
"MCTAVISH","45.505","-73.579","QC","4.2","1",NA,"22.0","1","-10.4","0","",,NA,"123.8","1",NA,"","11","",,NA,"399.1","0.0","7024745"
"MONTREAL INTL A","45.471","-73.741","QC","3.8","0",NA,"22.1","0","-9.9","0","8.0","0",NA,"107.2","0",NA,"","12","",,NA,"426.2","0.0","7025251"
"NICOLET","46.226","-72.657","QC","2.8","0",NA,"18.8","0","-10.1","0","",,NA,"142.5","0",NA,"","13","",,NA,"455.5","0.0","7025442"
"STE-CLOTHILDE","45.167","-73.679","QC","3.3","0",NA,"23.2","0","-9.1","0","",,NA,"105.8","0",NA,"0.0","13","",,NA,"442.5","0.0","7027039"
"MONTREAL/ST-HUBERT","45.518","-73.417","QC","3.7","6",NA,"22.4","6","-9.3","5","",,NA,"60.0","6",NA,"","6","",,NA,"343.9","0.0","7027329"
"SAINT-GERMAIN-DE-GRANTHAM","45.825","-72.537","QC","3.6","3",NA,"21.0","2","-9.7","1","",,NA,"113.0","3",NA,"1.0","13","",,NA,"389.0","0.0","7027470"
"SHERBROOKE","45.439","-71.691","QC","1.3","16",NA,"13.3","16","-11.9","16","",,NA,"85.1","16",NA,"","8","",,NA,"234.1","0.0","7028123"
"THETFORD MINES RCS","46.049","-71.266","QC","-0.1","0",NA,"17.8","0","-16.0","0","",,NA,"148.9","0",NA,"","16","",,NA,"543.6","0.0","7028442"
"BEAUCEVILLE","46.205","-70.785","QC","1.4","0",NA,"20.8","0","-14.6","0","",,NA,"162.7","0",NA,"","16","",,NA,"496.6","0.0","7028754"
"STE-ANNE-DE-BELLEVUE 1","45.427","-73.929","QC","3.5","2",NA,"21.8","2","-10.1","1","",,NA,"98.3","2",NA,"","9","",,NA,"405.1","0.0","702FHL8"
"ST-ANICET 1","45.121","-74.289","QC","3.6","0",NA,"22.3","0","-9.3","0","",,NA,"101.6","0",NA,"","16","",,NA,"431.3","0.0","702FQLF"
"L'ACADIE","45.294","-73.349","QC","3.7","1",NA,"22.1","1","-9.5","0","",,NA,"113.5","1",NA,"","14","",,NA,"413.6","0.0","702LED4"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","45.468","-73.742","QC","3.9","0",NA,"22.1","0","-9.9","0","",,NA,"93.6","0",NA,"","10","",,NA,"422.4","0.0","702S006"
"HIGH FALLS","45.839","-75.648","QC","1.2","0",NA,"18.1","0","-13.7","0","",,NA,"92.5","0",NA,"","13","",,NA,"504.0","0.0","7033121"
"MANIWAKI UA","46.302","-76.006","QC","",,NA,"",,"",,"48.2","0",NA,"100.4","0",NA,"0.0","11","","",NA,"","","7034480"
"MANIWAKI AIRPORT","46.275","-75.992","QC","0.5","0",NA,"18.9","0","-16.4","0","",,NA,"102.8","0",NA,"","17","",,NA,"524.9","0.0","7034482"
"ST-JOVITE","46.080","-74.556","QC","0.5","0",NA,"18.6","0","-16.7","0","",,NA,"87.0","0",NA,"","15","",,NA,"523.8","0.0","703GDKB"
"BAIE-COMEAU A","49.133","-68.200","QC","-2.4","1",NA,"11.9","1","-19.6","0","",,NA,"57.4","1",NA,"12.0","11","",,NA,"592.7","0.0","7040442"
"BAIE-COMEAU","49.133","-68.204","QC","-0.1","7",NA,"12.2","7","-16.2","5","",,NA,"87.6","10",NA,"","10","",,NA,"417.1","0.0","7040444"
"LOURDES DE BLANC SABLON A","51.442","-57.186","QC","-2.5","2",NA,"6.8","1","-13.2","2","53.4","1",NA,"105.6","1",NA,"56.0","13","",,NA,"572.8","0.0","7040815"
"CAPE WHITTLE","50.163","-60.062","QC","-1.5","8",NA,"5.6","7","-11.4","4","",,NA,"",,NA,"","","",,NA,"429.5","0.0","7041100"
"CAP-ROUGE","48.374","-70.535","QC","1.2","0",NA,"18.8","0","-12.8","0","",,NA,"",,NA,"","","",,NA,"502.7","0.0","7041166"
"CHARLEVOIX (MRC)","47.284","-70.638","QC","-3.6","0",NA,"13.6","0","-20.4","0","",,NA,"217.2","0",NA,"88.0","15","",,NA,"648.4","0.0","7041312"
"CHEVERY","50.465","-59.639","QC","-2.3","0",NA,"6.2","0","-14.7","0","",,NA,"94.8","0",NA,"23.0","12","",,NA,"610.1","0.0","7041382"
"CAP-TOURMENTE","47.079","-70.781","QC","1.6","0",NA,"18.7","0","-17.0","0","",,NA,"96.5","0",NA,"","14","",,NA,"492.3","0.0","7041JG6"
"FORET MONTMORENCY RCS","47.323","-71.148","QC","-3.5","1",NA,"14.6","1","-24.1","0","",,NA,"124.1","1",NA,"67.0","16","",,NA,"624.8","0.0","7042395"
"GRANDES-BERGERONNES","48.258","-69.523","QC","-0.8","3",NA,"13.9","3","-18.7","1","",,NA,"98.0","3",NA,"19.0","11","",,NA,"507.4","0.0","7042845"
"HAVRE ST. PIERRE","50.282","-63.611","QC","-2.2","7",NA,"10.3","7","-20.3","7","",,NA,"35.9","7",NA,"","7","",,NA,"464.4","0.0","7043019"
"ILE AUX PERROQUETS","50.221","-64.207","QC","-0.8","1",NA,"10.7","1","-13.3","0","",,NA,"",,NA,"","","",,NA,"546.0","0.0","7043B79"
"ILE ROUGE","48.069","-69.556","QC","0.5","0",NA,"12.2","0","-10.4","0","",,NA,"33.2","18",NA,"","6","",,NA,"525.2","0.0","7043BP9"
"LONGUE-POINTE-DE-MINGAN","50.271","-64.226","QC","-4.0","26",NA,"5.6","25","-15.2","25","",,NA,"17.0","26",NA,"","1","",,NA,"88.0","0.0","7044328"
"MONT STE-ANNE","47.073","-70.907","QC","",,NA,"",,"",,"72.2","4",NA,"147.4","4",NA,"","11","","",NA,"","","7045326"
"NATASHQUAN","50.190","-61.789","QC","-1.8","5",NA,"9.6","5","-16.7","5","",,NA,"39.3","5",NA,"","5","",,NA,"496.2","0.0","7045398"
"NATASHQUAN A","50.190","-61.811","QC","-2.2","0",NA,"10.5","0","-17.2","0","",,NA,"43.8","0",NA,"","8","",,NA,"606.8","0.0","7045401"
"POINTE DE L'ISLET","48.136","-69.716","QC","0.7","0",NA,"14.3","0","-11.6","0","",,NA,"",,NA,"","","",,NA,"517.9","0.0","7046059"
"POINTE CLAVEAU","48.260","-70.114","QC","0.9","0",NA,"19.3","0","-12.5","0","",,NA,"",,NA,"","","",,NA,"511.7","0.0","704607C"
"SEPT-ILES","50.217","-66.250","QC","-2.2","0",NA,"11.6","0","-16.5","0","",,NA,"109.0","0",NA,"69.0","10","",,NA,"607.1","0.0","7047914"
"LAC EON","51.867","-63.284","QC","-6.6","5",NA,"11.6","5","-33.3","2","",,NA,"",,NA,"","","",,NA,"615.3","0.0","704C64L"
"POINTE-DES-MONTS","49.317","-67.381","QC","-1.6","0",NA,"7.2","0","-14.9","0","",,NA,"127.1","0",NA,"","12","",,NA,"589.0","0.0","704F0PN"
